AccountLength,Location,AddtoWishlist,DesktopSessions,AppSessions,DesktopTransactions,TotalProductDetailViews,SessionDuration,PromotionClicks,AvgOrderValue,SaleProductViews,DiscountRatePerVisitedProducts,ProductDetailViewPerAppSession,AppTransactions,AddToCartPerSession,CustomerServiceCalls,Churn
123,510,0,194,33,21,118,242,114,146,108,7,12,4,3,1,0
58,510,0,235,40,9,89,107,131,179,122,8,10,6,3,0,0
156,510,0,124,21,9,96,103,80,189,82,9,13,4,4,1,0
166,510,0,174,30,23,103,276,83,191,113,9,15,5,4,0,0
75,510,41,131,22,17,115,203,110,172,68,8,12,4,3,1,0
75,415,0,315,53,14,102,170,86,285,100,13,6,3,2,2,1
83,510,0,228,39,18,78,208,115,212,100,10,12,5,3,1,0
243,510,0,96,16,14,92,164,63,264,118,12,7,6,2,2,0
153,408,0,185,32,18,127,208,73,206,124,9,15,3,4,1,0
150,415,0,146,25,17,133,203,95,235,103,11,13,3,4,1,0
92,510,16,184,31,6,99,76,134,185,96,8,13,3,3,2,0
80,415,0,106,18,4,110,44,88,190,87,9,13,5,4,0,0
134,415,0,178,30,13,110,154,64,237,105,11,12,4,3,1,0
77,510,24,149,25,11,74,124,72,174,84,8,10,6,3,1,0
147,510,0,209,36,11,104,133,78,149,123,7,11,3,3,2,0
74,415,0,172,29,18,105,212,99,182,105,8,12,6,3,1,0
138,510,0,169,29,19,82,218,147,184,77,8,9,9,3,1,0
143,415,0,119,20,24,117,288,136,223,100,10,12,4,3,0,0
64,415,0,194,33,15,147,173,87,269,114,12,6,2,1,2,0
120,510,0,199,34,20,56,230,73,120,81,5,10,3,3,2,0
121,408,0,168,29,8,94,94,121,241,115,11,13,1,4,3,1
88,415,0,202,34,18,86,217,93,239,99,11,12,2,3,2,0
87,408,0,323,55,17,106,205,93,186,128,8,9,4,3,2,1
100,510,0,216,37,18,107,216,84,138,127,6,10,3,3,0,0
104,415,0,76,13,10,116,116,74,226,94,10,9,3,3,3,0
27,510,0,73,12,18,75,209,117,66,71,3,10,3,3,1,0
81,415,31,210,36,19,100,226,97,169,120,8,10,4,3,0,0
64,510,33,127,22,14,93,163,104,247,109,11,8,13,2,0,0
107,510,28,202,34,26,79,305,128,226,133,10,12,8,3,1,0
88,415,17,220,37,19,78,222,94,188,92,8,16,5,4,1,0
111,408,0,99,17,23,112,271,136,225,94,10,9,6,2,3,0
77,415,0,239,41,13,114,150,115,161,81,7,10,2,3,5,0
67,415,0,121,21,20,58,235,88,95,130,4,11,11,3,2,0
102,408,0,225,38,11,81,129,112,168,109,8,16,6,4,1,0
146,408,19,177,30,14,88,163,66,216,98,10,15,6,4,1,0
144,415,51,284,48,16,98,192,109,196,85,9,10,4,3,1,0
96,415,0,181,31,16,92,191,114,296,125,13,10,4,3,1,1
70,415,31,126,21,17,101,196,102,253,75,11,10,4,3,1,0
149,408,0,238,40,16,79,192,107,207,111,9,9,9,2,0,0
129,415,0,198,34,23,91,265,106,111,101,5,9,2,2,2,0
166,408,0,274,47,5,110,53,109,246,119,11,11,5,3,0,0
136,408,0,200,34,18,89,211,96,72,84,3,11,4,3,3,1
149,510,0,218,37,23,91,274,74,227,99,10,10,3,3,3,0
70,415,0,135,23,20,96,236,90,260,113,12,8,6,2,3,0
120,415,24,213,36,22,73,258,103,228,119,10,10,13,3,2,0
66,510,0,256,44,15,135,180,106,187,135,8,6,7,2,2,0
104,408,0,184,31,10,133,121,98,215,112,10,13,2,3,1,0
160,415,0,176,30,17,90,196,115,264,95,12,9,4,2,1,0
129,415,37,205,35,14,94,165,103,185,81,8,12,8,3,1,0
93,408,0,268,46,19,114,223,74,263,90,12,11,3,3,3,1
169,415,0,179,30,15,111,175,130,229,92,10,10,6,3,2,0
58,415,0,149,25,17,145,197,105,210,108,9,15,3,4,1,0
75,510,38,164,28,12,132,147,113,346,115,16,13,3,4,3,0
45,408,0,208,35,13,71,153,94,218,125,10,12,13,3,1,0
155,510,0,165,28,16,108,184,103,80,108,4,9,4,2,3,0
52,415,0,210,36,15,114,171,82,155,119,7,10,9,3,4,0
119,415,27,220,37,23,128,268,133,147,80,7,11,3,3,0,0
86,510,0,141,24,13,72,154,95,211,91,9,8,5,2,1,0
42,408,0,197,33,21,89,241,123,143,105,6,4,7,1,0,0
127,510,0,181,31,18,114,210,118,250,105,11,7,4,2,2,0
123,408,0,105,18,21,150,252,90,258,93,12,15,5,4,0,0
98,510,0,271,46,16,119,190,102,285,118,13,11,6,3,4,1
149,510,43,207,35,15,79,175,122,242,80,11,11,3,3,1,0
160,408,0,167,28,20,109,236,117,308,77,14,9,1,3,1,0
103,415,0,205,35,11,107,135,102,208,106,9,10,3,3,5,0
132,415,15,155,26,21,128,246,106,149,90,7,9,4,2,1,0
137,415,0,127,22,27,107,323,75,144,127,6,8,2,2,1,0
129,415,0,267,45,17,78,204,85,112,146,5,6,4,2,1,0
62,415,0,281,48,14,66,161,108,78,74,4,0,0,0,1,0
122,510,33,271,46,19,96,220,110,170,104,8,12,8,3,4,0
32,408,0,171,29,16,82,186,102,203,64,9,10,7,3,1,0
86,510,0,124,21,17,82,203,120,290,119,13,7,8,2,3,0
130,415,0,163,28,25,113,290,111,115,140,5,7,3,2,1,0
42,408,0,146,25,22,84,256,113,45,117,2,8,12,2,1,0
73,415,0,255,43,12,85,143,80,154,102,7,15,7,4,2,0
66,408,26,255,43,21,108,243,135,191,95,9,5,3,1,2,0
103,510,31,108,18,16,124,189,104,196,98,9,9,3,2,0,0
128,408,0,159,27,23,75,265,91,270,77,12,8,7,2,1,0
104,415,0,183,31,20,113,240,85,230,104,10,6,4,1,2,0
103,415,0,199,34,4,112,43,90,179,124,8,12,5,3,0,0
124,415,0,178,30,20,72,234,134,179,91,8,12,2,3,0,0
87,510,0,111,19,13,91,159,115,208,131,9,6,5,2,1,0
109,415,27,167,28,19,85,221,92,197,97,9,12,4,3,1,1
167,415,0,245,42,5,91,61,105,177,110,8,11,3,3,2,0
97,510,0,121,21,14,96,170,101,194,63,9,12,3,3,4,1
106,415,0,165,28,18,118,210,101,187,93,8,9,3,2,2,0
125,415,0,127,22,13,113,156,131,206,112,9,14,7,4,2,0
108,408,35,216,37,17,106,201,107,195,107,9,16,7,4,0,0
125,415,0,140,24,18,132,210,126,264,77,12,8,2,2,1,0
89,415,32,210,36,21,113,250,104,224,92,10,9,7,2,1,0
72,510,29,140,24,12,114,138,91,221,88,10,6,6,1,0,0
23,510,0,322,55,21,107,252,115,141,158,6,11,3,3,2,1
149,510,0,167,28,19,61,219,107,208,131,9,8,6,2,7,0
73,415,0,214,36,17,90,197,78,158,112,7,6,8,2,0,0
61,415,0,260,44,18,123,211,127,235,70,11,9,3,2,1,1
161,415,0,192,33,6,113,71,87,205,107,9,13,4,4,4,1
73,408,0,213,36,16,95,189,104,136,89,6,14,3,4,0,0
118,415,24,118,20,9,83,110,72,246,73,11,17,2,5,1,0
23,408,0,190,32,14,89,166,108,220,73,10,15,4,4,6,0
127,415,25,82,14,14,95,163,109,265,104,12,5,6,1,0,0
42,415,32,164,28,15,80,178,123,190,106,9,8,5,2,0,0
118,415,0,268,46,27,145,316,121,209,91,9,14,11,4,5,1
45,510,0,160,27,10,91,120,86,163,93,7,11,3,3,2,0
50,408,24,214,36,25,129,290,55,313,130,14,11,4,3,1,0
179,510,0,287,49,24,123,288,114,266,112,12,11,4,3,0,1
152,408,0,101,17,12,122,142,87,199,124,9,8,3,2,2,0
105,415,0,103,17,24,74,282,125,228,113,10,13,5,4,2,0
72,415,0,109,19,10,97,116,96,296,84,13,8,6,2,0,0
52,408,0,216,37,18,67,217,108,343,130,15,5,2,1,1,0
125,415,0,203,35,11,110,129,97,191,113,9,11,4,3,1,0
143,510,0,110,19,14,113,169,59,167,94,8,9,2,2,1,0
65,415,0,111,19,19,51,220,84,202,89,9,4,14,1,1,0
80,415,0,240,41,12,121,142,51,364,106,16,9,5,3,1,0
1,415,0,145,25,10,107,113,66,219,79,10,14,3,4,1,0
60,408,0,135,23,18,134,206,85,204,103,9,8,4,2,1,0
43,415,0,84,14,7,134,81,103,196,79,9,11,2,3,1,0
143,415,0,209,36,9,127,106,80,180,90,8,14,6,4,0,0
81,415,24,130,22,17,117,196,61,139,123,6,11,5,3,0,0
205,510,24,176,30,13,139,155,98,181,64,8,8,5,2,2,0
24,415,0,242,41,12,104,145,112,215,105,10,7,5,2,1,0
74,415,0,137,23,19,106,229,105,265,114,12,10,4,3,0,0
77,510,0,68,12,17,68,196,86,237,137,11,12,2,3,1,0
74,415,0,200,34,26,87,309,105,152,118,7,10,2,3,1,0
74,510,0,126,21,18,103,208,96,207,143,9,14,4,4,1,1
200,408,0,128,22,11,87,133,105,178,123,8,11,2,3,1,0
86,408,0,226,38,19,88,223,107,256,92,12,13,3,4,4,0
91,510,37,162,28,20,107,234,115,277,94,12,9,4,2,0,0
76,415,0,224,38,13,121,148,97,184,74,8,7,2,2,2,0
130,415,0,121,20,16,127,190,52,270,107,12,14,2,4,1,0
56,408,0,91,15,15,90,179,115,301,89,14,12,8,3,2,0
117,415,0,169,29,21,137,241,107,205,106,9,16,4,4,0,0
63,510,0,154,26,24,81,287,115,230,85,10,7,5,2,2,0
126,415,0,226,38,12,88,140,114,209,110,9,6,2,2,0,0
132,510,0,192,33,18,107,207,127,272,88,12,13,2,3,1,0
81,415,28,168,29,16,147,191,105,193,103,9,9,6,2,4,1
122,415,0,180,31,12,88,145,77,234,120,11,12,6,3,2,0
46,408,0,257,44,22,67,261,91,204,107,9,13,5,4,2,1
150,415,28,174,30,14,75,170,80,202,130,9,11,4,3,1,0
99,408,0,160,27,13,83,155,121,256,114,12,8,3,2,1,0
87,408,0,237,40,19,124,223,87,173,81,8,11,3,3,1,0
108,415,0,103,18,21,129,242,103,170,89,8,8,3,2,1,0
101,415,0,154,26,20,89,234,89,196,77,9,12,2,3,4,0
53,415,0,205,35,14,86,161,95,150,142,7,11,2,3,3,0
132,415,39,176,30,16,93,187,94,226,118,10,9,3,2,2,0
158,510,0,156,27,19,123,224,112,221,116,10,9,8,2,2,0
114,415,34,154,26,19,109,221,142,209,103,9,10,5,3,0,0
77,415,23,210,36,16,73,184,63,206,111,9,7,3,2,2,0
144,415,0,150,26,24,69,286,73,191,121,9,9,15,3,0,0
91,510,23,232,40,16,97,186,88,191,128,9,12,3,3,3,0
58,408,0,165,28,10,100,116,87,194,118,9,13,5,3,2,0
5,415,0,199,34,16,106,187,12,214,85,10,13,3,4,3,0
97,408,0,218,37,27,81,321,51,151,110,7,4,3,1,0,0
107,415,0,212,36,13,95,150,88,220,111,10,8,2,2,3,0
142,415,30,154,26,14,75,166,97,270,83,12,11,5,3,1,0
9,408,31,194,33,17,130,203,98,191,102,9,13,2,4,1,0
73,415,0,175,30,21,130,248,105,122,85,6,12,4,3,0,0
48,510,22,152,26,22,63,259,131,263,109,12,16,5,4,2,1
43,408,0,230,39,16,147,187,121,128,100,6,9,3,2,0,0
122,408,33,175,30,21,103,248,105,165,116,7,14,3,4,1,1
93,415,0,190,32,22,68,262,64,130,92,6,9,4,2,0,0
85,415,0,176,30,19,122,225,123,220,50,10,12,1,3,1,0
59,415,0,161,27,21,95,251,65,273,97,12,5,5,1,3,0
87,415,0,229,39,14,90,163,99,154,90,7,12,3,3,1,0
137,408,0,144,24,15,90,182,100,128,93,6,12,2,3,0,0
21,510,31,136,23,23,90,271,84,179,89,8,10,7,3,6,0
129,510,0,334,57,16,118,192,104,191,83,9,10,6,3,0,1
104,415,0,131,22,11,77,131,117,265,63,12,13,6,4,0,0
93,408,21,134,23,14,105,163,128,187,90,8,12,2,3,4,1
63,415,0,278,47,23,102,266,114,224,118,10,13,4,4,4,1
161,415,0,105,18,18,70,215,122,224,126,10,8,5,2,0,0
50,510,0,189,32,17,94,204,104,152,124,7,12,8,3,3,0
103,408,24,112,19,20,85,240,102,268,81,12,7,4,2,1,0
84,415,33,159,27,13,106,150,101,213,108,10,13,18,4,1,0
92,510,0,212,36,19,105,225,118,221,105,10,9,4,2,1,0
77,415,0,142,24,26,112,306,111,197,82,9,10,1,3,1,0
64,415,0,347,59,21,55,250,79,275,102,12,13,9,4,1,1
159,415,15,114,19,12,102,145,146,195,137,9,12,9,3,1,0
110,415,27,268,46,22,103,263,74,178,106,8,8,2,2,1,1
138,510,0,171,29,10,117,115,128,225,115,10,17,4,5,3,0
178,408,0,275,47,16,150,188,62,147,126,7,14,3,4,1,0
38,415,31,197,34,21,118,250,70,299,104,13,4,2,1,0,0
50,415,35,193,33,11,97,135,101,216,101,10,8,2,2,2,0
45,510,26,92,16,13,104,151,119,63,103,3,8,5,2,1,0
70,510,0,126,21,12,99,142,106,256,96,12,10,2,3,0,0
147,510,33,252,43,20,107,234,110,213,87,10,10,6,3,3,0
94,510,0,191,32,13,108,152,95,145,97,7,8,5,2,1,0
179,510,0,116,20,17,101,202,99,182,103,8,12,5,3,0,0
116,415,0,217,37,18,91,216,95,148,76,7,11,3,3,2,0
59,510,0,179,31,20,80,233,99,176,105,8,15,3,4,0,0
165,415,0,208,35,14,109,165,94,55,91,2,8,3,2,0,0
133,408,0,277,47,19,138,228,117,117,103,5,13,4,3,2,1
140,415,0,125,21,14,84,168,121,261,94,12,8,4,2,1,0
93,408,32,138,23,14,91,167,72,239,115,11,7,3,2,2,0
52,510,38,169,29,19,88,226,97,172,86,8,8,3,2,0,0
64,415,27,201,34,12,101,144,89,150,127,7,12,3,3,1,0
12,510,0,217,37,10,117,117,126,220,110,10,10,4,3,2,0
48,415,0,190,32,27,92,318,85,133,113,6,8,4,2,2,0
181,408,0,143,24,17,91,196,58,223,95,10,6,7,2,1,0
168,415,42,97,17,17,57,204,98,174,124,8,11,2,3,2,0
155,415,0,181,31,14,111,168,92,169,122,8,11,3,3,3,0
105,510,0,246,42,22,83,256,101,169,151,8,4,4,1,0,0
11,415,0,143,24,25,130,289,50,194,100,9,10,6,3,2,0
182,415,0,105,18,17,111,199,120,258,91,12,8,5,2,2,0
104,415,0,156,27,16,93,193,54,223,94,10,13,5,4,1,0
102,415,0,115,20,7,125,82,126,304,101,14,12,4,3,0,0
122,415,0,233,40,17,96,206,120,214,91,10,12,2,3,0,0
41,415,0,144,24,13,117,152,108,194,110,9,9,3,2,1,0
132,415,0,177,30,21,132,244,80,176,120,8,9,4,2,2,0
76,415,0,263,45,20,148,230,69,171,101,8,11,5,3,1,1
13,415,0,146,25,13,74,149,92,217,96,10,11,3,3,1,0
115,415,33,145,25,17,72,195,157,242,138,11,14,3,4,2,0
67,408,0,168,29,14,91,168,69,110,71,5,8,12,2,1,0
154,510,0,167,28,13,99,155,97,189,89,9,7,5,2,0,0
100,510,0,143,24,17,87,196,88,122,117,5,8,8,2,2,0
146,510,0,133,23,22,65,263,93,214,128,10,11,3,3,1,0
148,415,11,253,43,24,129,284,88,263,99,12,12,1,3,1,0
67,415,28,95,16,25,94,291,73,160,114,7,10,2,3,2,0
161,510,0,194,33,21,106,249,105,255,129,11,13,1,3,1,1
70,415,0,223,38,18,114,216,113,224,122,10,0,0,0,1,0
116,510,0,202,34,20,82,232,95,226,130,10,17,5,4,0,0
99,415,42,216,37,20,125,232,104,216,100,10,9,4,3,2,1
87,415,0,146,25,15,108,172,102,168,66,8,5,9,1,1,0
87,510,0,235,40,12,85,141,91,204,93,9,10,5,3,1,0
70,408,0,199,34,18,111,214,115,171,105,8,11,6,3,2,0
131,408,0,94,16,18,80,215,101,180,108,8,13,9,4,2,0
119,510,0,190,32,18,74,216,113,161,111,7,10,1,3,2,0
119,408,32,143,24,18,77,208,126,171,102,8,12,2,3,3,0
87,510,0,134,23,14,80,165,71,173,102,8,11,5,3,0,0
112,415,0,112,19,10,92,114,143,147,79,7,14,3,4,5,1
75,415,0,123,21,18,89,211,104,261,91,12,11,2,3,2,0
150,510,0,189,32,19,77,221,105,239,117,11,9,5,2,4,0
161,510,38,240,41,17,112,202,102,206,112,9,16,6,4,0,0
91,510,24,94,16,16,112,183,128,241,133,11,10,3,3,0,0
124,415,0,159,27,18,104,211,77,179,104,8,10,8,3,3,0
94,510,0,243,41,13,109,147,88,95,99,4,7,4,2,4,0
217,408,0,176,30,14,115,159,128,307,107,14,9,3,3,4,0
158,510,0,221,38,21,129,242,108,233,75,11,6,5,2,0,0
102,415,0,144,25,23,87,267,128,218,59,10,7,7,2,0,0
85,510,0,212,36,19,107,228,103,163,116,7,8,3,2,0,0
79,510,0,147,25,14,72,166,102,243,107,11,8,9,2,1,0
139,510,25,96,16,15,112,179,70,182,84,8,13,10,3,2,0
103,415,0,263,45,15,118,179,69,215,112,10,10,2,3,0,0
98,415,0,13,2,22,67,257,90,169,88,8,8,9,2,1,0
78,408,0,162,28,16,116,192,86,241,100,11,10,3,3,2,0
50,408,0,184,31,5,107,59,118,203,99,9,9,3,2,1,0
161,415,0,178,30,12,109,147,86,138,78,6,9,2,2,1,0
67,408,0,201,34,8,101,98,122,203,119,9,7,3,2,0,0
86,415,38,123,21,11,158,134,119,138,103,6,13,4,4,1,0
92,510,0,208,35,17,125,199,76,76,97,3,9,6,2,0,0
174,415,0,239,41,16,72,189,124,106,116,5,9,3,2,1,0
124,510,0,193,33,8,97,90,99,173,104,8,15,3,4,1,0
132,415,31,175,30,21,101,246,105,173,76,8,10,9,3,1,0
190,415,26,117,20,12,71,146,88,175,103,8,10,3,3,1,0
101,510,0,94,16,13,127,150,104,241,116,11,11,2,3,1,0
185,415,30,154,26,10,114,119,106,258,105,12,13,3,3,2,0
68,415,29,240,41,17,82,204,105,168,70,8,10,6,3,0,0
117,510,25,216,37,19,140,224,69,268,112,12,12,4,3,0,0
118,408,0,187,32,15,97,178,89,233,97,11,12,6,3,1,0
124,415,0,167,28,20,119,233,143,110,115,5,10,5,3,0,0
22,510,0,160,27,19,108,218,88,193,115,9,13,4,3,1,0
75,415,0,143,24,18,92,209,142,173,96,8,12,9,3,1,0
134,408,0,205,35,20,122,241,155,179,107,8,5,9,1,1,0
164,408,25,219,37,13,88,152,99,50,60,2,14,6,4,1,0
44,510,0,143,24,14,77,170,114,216,77,10,8,4,2,1,0
177,415,0,233,40,15,106,175,97,212,77,10,13,7,3,2,0
110,408,0,162,28,21,81,248,89,156,99,7,9,8,2,0,0
53,415,27,26,4,18,119,207,96,228,64,10,7,7,2,1,0
108,415,0,154,26,10,123,112,86,246,75,11,15,4,4,4,1
80,408,0,322,55,19,113,222,95,163,123,7,7,8,2,0,1
158,408,0,210,36,19,112,221,82,210,93,9,8,3,2,1,0
114,415,0,192,33,15,88,175,78,220,118,10,0,0,0,0,0
64,408,19,291,49,19,150,227,123,219,67,10,8,2,2,1,0
88,415,0,216,37,18,115,216,85,171,65,8,12,1,3,3,0
82,510,0,209,36,18,101,214,87,175,86,8,12,6,3,3,0
111,415,0,256,44,17,97,204,129,171,84,8,12,5,3,3,0
60,408,0,253,43,19,97,221,121,110,100,5,12,4,3,2,0
113,408,0,132,22,21,72,248,107,246,123,11,7,6,2,3,0
109,408,0,217,37,18,115,207,142,268,106,12,8,4,2,1,0
105,510,42,102,17,19,79,223,97,242,77,11,13,2,3,0,0
85,510,0,212,36,16,100,185,88,164,131,7,13,4,4,2,0
131,510,0,153,26,17,86,199,81,164,83,7,10,3,3,0,0
59,510,0,166,28,20,95,239,87,123,108,6,10,3,3,2,0
148,408,0,185,31,14,87,170,96,165,104,7,10,13,3,1,0
210,408,0,105,18,13,121,150,71,255,67,11,7,8,2,2,0
115,415,0,245,42,14,105,159,109,230,74,10,7,8,2,0,0
106,510,0,274,47,17,120,199,82,161,62,7,6,3,2,1,0
93,415,0,98,17,21,78,250,129,248,114,11,14,4,4,1,0
57,415,29,280,48,19,121,223,109,252,94,11,13,2,4,1,0
98,510,0,187,32,17,127,196,88,182,129,8,5,4,1,1,0
157,415,0,276,47,14,95,166,119,152,79,7,2,4,1,3,0
116,415,35,200,34,23,104,273,89,215,100,10,8,4,2,1,0
30,510,0,162,28,21,96,244,122,180,89,8,9,4,2,2,0
111,510,0,177,30,9,128,103,56,214,84,10,11,2,3,4,1
52,415,0,166,28,17,78,206,89,214,124,10,12,6,3,0,0
72,415,0,218,37,16,93,190,113,183,91,8,10,5,3,4,0
135,510,28,201,34,21,100,247,117,155,131,7,13,4,3,2,1
86,510,0,191,32,15,115,180,130,259,89,12,10,5,3,3,0
98,415,29,180,31,16,97,189,89,164,76,7,13,7,3,3,0
151,510,0,236,40,7,104,81,91,213,116,10,6,2,2,3,0
118,415,0,140,24,16,112,187,60,208,155,9,8,1,2,0,0
117,415,0,145,25,22,115,259,66,253,113,11,7,9,2,2,0
55,510,0,189,32,10,100,119,99,248,87,11,17,6,5,0,0
82,408,0,101,17,13,93,156,104,304,93,14,13,2,4,0,0
152,415,0,206,35,25,98,293,82,44,121,2,11,4,3,1,0
108,408,15,165,28,23,85,267,93,251,114,11,11,4,3,1,0
98,408,0,165,28,17,129,203,113,172,94,8,13,7,3,1,1
130,415,0,156,27,22,95,256,97,263,103,12,12,3,3,3,0
136,408,0,199,34,18,122,215,114,151,105,7,12,7,3,1,0
47,415,0,155,26,16,116,188,85,247,73,11,12,4,3,3,0
189,415,0,208,35,20,106,237,123,179,120,8,11,5,3,3,0
107,415,0,157,27,14,79,163,124,150,138,7,12,6,3,1,0
91,415,0,154,26,14,165,168,121,240,81,11,12,4,3,5,1
159,415,0,189,32,21,105,246,147,242,106,11,10,5,3,1,1
11,408,24,132,22,20,98,230,111,284,87,13,10,3,3,2,0
167,415,0,166,28,21,85,243,135,229,95,10,10,5,3,1,0
111,408,0,142,24,10,75,123,106,230,94,10,13,9,3,2,0
99,408,19,88,15,19,103,223,86,182,112,8,7,4,2,2,0
159,415,19,184,31,17,78,195,71,226,101,10,17,3,5,0,0
114,415,31,175,30,19,104,224,92,116,91,5,12,10,3,2,0
71,415,0,103,18,12,103,139,79,165,98,7,9,2,2,2,0
122,415,0,35,6,15,62,181,89,252,58,11,13,2,3,1,0
100,408,25,247,42,12,94,141,112,190,109,9,13,5,4,1,0
83,415,37,79,13,18,109,211,101,180,102,8,12,4,3,1,0
64,408,0,148,25,14,73,165,101,216,125,10,12,2,3,5,1
105,408,0,206,35,22,84,256,138,117,91,5,9,3,2,1,0
144,415,33,252,43,17,87,198,118,209,97,9,12,3,3,2,0
106,415,26,270,46,18,111,215,90,254,133,11,14,7,4,1,1
19,510,34,157,27,19,97,224,97,261,135,12,11,1,3,1,0
46,408,0,139,24,19,81,224,113,173,77,8,14,6,4,1,0
127,510,0,220,37,16,108,188,124,173,113,8,12,3,3,2,0
9,415,39,214,36,14,108,169,115,190,117,9,10,3,3,1,0
157,415,0,196,33,18,74,213,96,197,81,9,8,6,2,1,0
105,415,0,106,18,20,71,240,83,148,114,7,5,4,1,6,1
105,415,29,179,31,23,113,275,100,246,105,11,10,5,3,0,0
155,408,0,217,37,12,30,144,125,135,106,6,11,1,3,2,0
31,415,0,177,30,13,129,153,105,163,92,7,5,2,1,0,0
161,415,0,152,26,19,117,219,87,225,68,10,4,5,1,1,0
95,408,32,262,45,14,123,165,82,194,57,9,11,5,3,0,0
122,415,0,174,30,8,110,92,84,212,103,10,10,7,3,3,0
37,415,0,107,18,13,76,147,89,236,113,11,10,8,3,2,0
132,415,0,193,33,11,106,128,94,162,119,7,12,4,3,5,1
119,408,24,217,37,12,94,139,52,139,85,6,11,4,3,0,0
16,408,0,210,36,15,89,173,85,94,102,4,9,4,2,1,0
99,408,0,95,16,18,105,207,101,136,117,6,6,5,2,1,0
76,408,26,215,36,17,110,205,87,135,140,6,8,2,2,1,0
167,415,0,132,22,18,120,211,96,168,97,8,11,4,3,4,1
129,415,0,168,29,18,117,217,129,82,100,4,12,7,3,1,0
116,408,0,146,25,15,123,177,113,213,102,10,8,5,2,1,0
60,415,0,183,31,18,110,207,93,204,119,9,11,6,3,1,0
128,415,0,103,18,21,122,246,123,161,95,7,6,7,2,0,0
47,408,28,112,19,13,70,155,106,167,105,8,11,2,3,0,0
40,510,0,171,29,15,55,179,108,282,89,13,8,9,2,3,0
173,510,0,173,29,12,78,143,91,102,63,5,11,2,3,0,0
157,510,30,194,33,21,107,243,108,322,114,15,7,5,2,1,0
66,408,32,188,32,11,117,130,90,132,113,6,12,3,3,2,0
50,415,26,307,52,25,94,289,78,175,109,8,8,3,2,0,0
72,415,0,118,20,14,106,167,136,214,106,10,12,3,3,3,0
130,510,0,154,26,18,95,206,106,234,75,11,13,1,3,1,0
143,408,0,156,26,18,101,213,89,238,61,11,8,11,2,1,0
89,510,0,126,21,18,108,213,90,182,108,8,5,5,1,1,0
108,415,0,199,34,19,104,224,92,140,57,6,15,2,4,0,0
32,408,0,158,27,15,88,181,132,133,102,6,13,3,3,1,0
166,415,0,203,35,14,81,168,110,132,124,6,9,5,2,2,0
109,408,0,222,38,19,113,219,122,266,88,12,11,5,3,1,0
72,408,39,93,16,23,98,271,115,167,83,8,6,7,2,1,0
134,415,32,217,37,9,78,102,111,174,83,8,9,2,2,0,0
13,415,0,193,33,17,89,194,90,187,104,8,10,2,3,4,0
90,415,0,113,19,16,108,189,63,272,124,12,14,4,4,3,0
111,415,36,166,28,20,54,239,109,109,92,5,11,2,3,3,0
101,408,23,262,45,13,101,157,80,129,100,6,7,14,2,1,0
72,415,0,208,35,17,92,196,110,185,124,8,13,4,4,0,0
67,510,35,245,42,13,89,148,102,274,136,12,8,6,2,1,0
172,408,0,287,49,15,108,178,125,153,98,7,14,2,4,3,1
154,510,32,192,33,14,82,165,134,205,74,9,9,1,2,2,0
69,510,0,194,33,21,122,242,81,216,80,10,10,3,3,2,0
123,415,0,211,36,18,92,217,102,215,104,10,10,7,3,3,0
130,415,12,142,24,19,92,229,102,195,101,9,9,5,2,0,0
142,415,26,221,37,20,94,240,126,254,109,11,6,9,2,2,0
29,415,0,157,27,12,122,145,75,282,92,13,9,2,3,1,0
87,408,28,144,24,19,106,224,147,175,69,8,11,5,3,0,0
149,415,0,156,27,5,56,56,116,163,104,7,9,8,2,0,0
146,408,0,160,27,18,63,208,112,178,98,8,9,3,2,2,0
88,415,0,235,40,21,98,252,79,286,76,13,7,2,2,4,1
119,415,15,160,27,18,95,210,110,82,107,4,9,5,2,5,1
48,510,0,188,32,14,63,166,89,206,71,9,13,2,4,1,0
135,415,0,195,33,20,97,235,118,174,126,8,11,3,3,1,0
100,510,0,248,42,11,117,130,95,134,125,6,7,2,2,1,0
98,415,0,221,38,18,80,214,104,292,89,13,12,3,3,4,0
75,510,26,119,20,18,86,214,118,133,99,6,13,3,4,2,0
180,415,33,232,39,20,78,233,79,207,121,9,8,4,2,1,0
100,415,25,216,37,22,90,258,92,180,157,8,12,4,3,1,0
119,415,35,217,37,19,92,221,134,250,93,11,8,5,2,2,0
86,415,0,84,14,19,96,221,63,350,75,16,13,3,3,0,0
155,408,39,183,31,17,106,205,101,264,90,12,5,7,1,1,0
78,415,0,237,40,23,141,265,101,152,77,7,10,2,3,1,1
153,415,0,194,33,17,90,195,121,183,108,8,9,3,2,1,0
92,510,25,134,23,18,112,206,111,181,118,8,10,4,3,0,0
13,510,25,177,30,15,65,173,96,105,128,5,11,5,3,2,0
154,415,0,191,33,17,93,205,119,206,121,9,10,3,3,3,0
144,510,35,175,30,19,127,220,93,256,90,12,13,3,3,0,0
48,408,0,275,47,15,67,180,108,159,110,7,8,2,2,1,0
94,408,0,174,30,20,85,241,114,208,94,9,8,1,2,1,0
139,415,0,165,28,21,132,250,86,170,128,8,13,8,3,1,0
126,415,0,229,39,14,102,169,99,224,100,10,12,4,3,1,0
122,415,0,108,18,20,88,236,109,229,119,10,10,3,3,2,0
139,510,0,221,38,13,140,158,89,193,89,9,11,6,3,1,0
95,415,0,141,24,18,84,211,108,104,127,5,6,6,2,3,0
